test_id,query_id,pre1_ns,pre2_ns,pre3_ns,pre1_fix_ns,post1_ipc_ns,post2_ipc_ns,post3_ipc_ns,post4_ipc_ns,post1_tcp_ns,post2_tcp_ns,post3_tcp_ns,request_counter
2352,16,25540658,25816559,26862782,29754220,12172477,12445074,13563064,16726062,17891693,12399913,12480488,19
2352,17,25765752,25574221,25195633,25721331,12695414,12387389,13105454,12219535,11285531,13349232,12942065,23
2352,18,25777090,29705404,26928927,26521547,12845204,11394090,13234562,12385991,12223584,12105936,16789504,23
2352,19,25539560,25254769,31868015,25787921,12822203,12376524,14066582,13119232,13178573,12495772,12722270,32
2352,20,27356157,26031908,25025128,26906270,13951271,14061702,13277113,13216443,13183611,11900441,13421176,46
2352,21,25696982,27566275,24461269,25440460,13564271,12503535,12761566,12959477,13539898,14213011,14583771,46
2352,22,33110924,28619696,28287104,27397201,15435393,13709045,15551045,15620135,14425008,15163761,14401923,32
2352,23,38779412,38960077,39052524,37968107,35151673,33419559,34554071,36247192,36093660,36236480,33886593,330
2352,24,28006235,30174087,29425228,28353828,23280766,23239837,25321978,23039243,25036849,26082842,24505331,330
2352,25,31420734,31689827,32849231,31413253,27655700,26864936,28386267,30240758,28320278,32872263,28634686,334
2352,26,31320815,29523639,30810278,30564569,26313895,25669564,26618564,28038198,27291949,29922610,35554247,334
2352,27,30993248,28999911,29277716,29322089,24485411,23670157,23518282,24048808,25294561,27339702,45473743,334
2352,28,29355725,28236905,29428127,29868978,24907868,23616772,25705676,23358459,24320732,26929144,29984364,334
2356,1,82017023,81085171,84272688,82977537,222392334,220147596,287303265,286920791,101731791,102837860,107474150,795
2356,2,87030850,88749637,87059129,97899833,88922461,88699141,86618992,89103429,75364985,75780340,84169447,1
2356,3,160645726,163872906,156767338,166834146,166880066,201385416,162675717,162372582,184685076,183479744,199667868,1
2356,4,571268277,554354449,567276301,568202749,761793428,759086600,778536973,757030942,820577664,779807547,800650484,8013
2371,1,68902733,68509770,69798196,68747544,220018374,221692020,219896400,262651109,65135748,66572563,67660616,31
2371,2,384419416,371565074,380316319,382520765,388346356,394017515,387791569,376519281,396759413,392227833,394273222,1040
2371,3,196483387,198886545,202836180,200904450,188312882,193856536,196842669,193839850,194118979,192834491,194659361,230
2371,4,127947057,128132528,128795345,126299861,167536636,166949883,167701758,165714406,173702974,167613487,175622701,1920
2371,5,339756651,330039438,320968823,326247974,384692488,389080174,402736438,390430001,383417743,392135796,406048742,2678
2371,6,168644158,157842396,167165688,157337235,202382143,204888818,209002056,208798968,208044335,210679624,222371412,2120
2371,7,107739666,108454290,111899442,109153412,150505591,148853914,166243409,153102647,159500579,153962238,161277237,2082
2371,8,180003303,174106277,180526649,178870714,215484256,219250098,232621468,223301448,232264978,225540697,268914083,2076
2371,9,304421174,303228374,319667605,314053673,350928538,349323831,366049012,348111723,354344526,365239750,364406276,2156
2371,10,312855296,312686233,316292780,313021908,350062667,358996441,363374089,360536559,358053566,365763401,354456381,2156
2371,11,184536489,182815224,186783309,186068746,228710679,223778645,228596579,235105093,236123469,234312104,242490630,2088
2372,1,70767320,68270360,68032199,71428997,219168601,185977036,222250430,204976769,66019837,69375098,67931416,31
2372,2,75973837,66588688,66847416,78164507,74402240,57627412,74966417,75338989,59208649,62525284,61512624,154
2372,3,311516414,304846973,312934467,313588005,313319517,349161469,332312837,310577969,352448845,305907082,314316241,464
2372,4,314077021,315154169,317170484,324433955,322598020,320370127,328175431,318739468,326868210,322898436,323363709,666
2372,5,308203670,321998457,308140057,331276740,321226348,328008601,341299616,319188230,333440776,320900949,335952576,868
2372,6,327087941,320657925,317377245,330341980,342890921,331890536,349831374,333525431,347406447,335337952,350873475,1070
2372,7,328037463,337316424,327330024,351825697,343669411,356261648,361542862,357654496,352988724,353530641,358315795,1272
2372,8,346177155,339557289,333774031,345308371,359407705,356921555,375026282,359258803,372988444,372352632,367228550,1474
2372,9,48485388,47658068,50973071,50577745,67999745,67804851,69944755,71721115,73895097,76075100,77717894,1276
2372,10,311358922,298782668,316065117,313537512,342834575,340460974,332323403,348041877,344219336,342216249,334139310,1584
2372,11,320915345,314431887,312924895,325240457,345550161,358823423,348871148,354680526,346096471,349815812,355112585,1774
2372,12,332074085,321116175,323839090,343611393,365790575,364281322,380473893,373546281,368513082,366928050,366953990,1976
2372,13,332075489,326351033,337371745,340467419,375576737,372832130,378148170,370466896,375806432,382361080,397282209,2178
2372,14,337844871,330573384,334668295,347699288,383080322,384885880,421906877,397002433,400214149,388288325,392508112,2380
2372,15,357176650,348429685,349934785,363119066,417041922,405687403,443869107,403510460,413275381,412149823,429519361,2582
2372,16,358976748,362707122,363763140,364750037,447564560,427861513,451650336,425267825,433535826,441556006,455261584,2784
2373,1,159066668,159795874,157654461,171559685,273761846,286872744,377311139,326916607,163407627,165630477,164895587,251
2373,2,348823023,363804391,364205352,375125117,380582671,389931963,393644291,391761402,382659904,382162630,373699211,1196
2373,3,379732542,381901099,374873814,417282869,413153919,406543158,422336412,418060334,413509095,408269240,422363736,1770
2373,4,456669281,453324690,455104057,462410621,497866170,499565773,519645367,484357897,512666743,495274691,497908462,2344
2373,5,444312905,428200154,435841302,458170418,504305014,490836640,550446712,538714620,501217455,510471443,502187553,2918
2373,6,447069324,460365475,445052642,491830549,538031480,541099658,578610200,546645563,535583671,532487215,549285725,3492
2373,7,512959344,535038840,496218775,514010238,599215050,596551658,612111747,601896772,606493646,610858877,630059116,4066
2373,8,179878253,176540997,177026160,187560569,246928419,245230020,256557170,244425675,249769564,245256362,252599187,2756
2373,9,343561832,338922874,341833990,342053060,433104590,431918339,455445949,423444200,430739825,441713026,439848587,3492
2373,10,373066166,370750684,378078924,378009932,474101579,487246022,506446436,485456380,493879525,493829414,498509826,4270
2373,11,407619017,409189441,402358768,415296584,523517285,525488866,532017937,524599028,550119120,540143684,543765941,4844
2373,12,456605733,451889852,443281931,462292478,587280649,568280393,596800924,592582446,594368835,595542261,610161248,5418
2373,13,493914961,481577548,488742190,485874627,633045763,637875156,650480119,641373545,663318741,649808962,657246727,5992
2373,14,510080555,509698927,505021511,523390299,683210265,671595277,696493160,685603577,702615739,685920815,715057560,6566
2373,15,603545769,559190933,575396299,616314270,789294866,775948086,753214823,789565686,801218187,793160098,765035021,7140
2377,1,102669787,101892369,100357134,101804439,446303802,408923638,405805183,442975935,256138907,261053111,263026596,5645
2377,2,349669142,351871764,358376014,357034257,598748589,539758162,554717704,523190654,558958352,565515746,570702416,7554
2377,3,361377196,367045021,363483694,371355733,601592381,583753236,625203455,596286921,636125704,636857855,639830865,9505
2377,4,385075260,385527608,386788766,395678249,685348972,669958504,728244655,666432005,721694233,718030702,739073034,11456
2377,5,422800175,413094557,413324298,437796127,797162947,750691230,934006192,783711717,845512528,790618655,863239594,13407
2377,6,442856198,446720167,441864908,465719256,825184410,831354781,900998317,825249240,911991873,848182568,883544148,15358
2377,7,451872133,480709322,465613109,467483439,907228158,883222488,968717295,879423751,1029884172,926430939,964132499,17309
2377,8,506638781,498466977,490017388,503562394,986223153,970982215,1011760774,982638379,1285112545,1014599213,1024011073,19260
2377,9,521836623,531369476,517813959,532599085,1066494866,1041812766,1070979063,1048733158,1200025045,1095522165,1109195325,21211
2377,10,558417812,561515406,553435368,567664559,1141033805,1127262456,1167007736,1158066017,1291034171,1185972655,1215420409,23162
2377,11,47815079,47371999,46691255,47853942,56970143,58300858,56584365,55458806,59825427,57884309,58867726,902
2377,12,351391464,355457880,354556995,356055851,369675479,378735109,379203744,366804142,380190871,375089259,382838331,2912
2377,13,351334447,353142420,343719280,350309920,462989687,449156704,460470403,465007133,472317169,473495239,504069341,4774
2377,14,406488517,402320056,402025317,408538622,571129939,563138650,599446033,572210677,593098230,571861199,603542524,6725
2377,15,465002024,477294118,460435136,448536062,676578259,659914471,674377241,675134153,765059420,690529281,725066124,8676
2377,16,527949561,525316780,522313791,517198666,780754053,784892356,823931950,789222768,818402088,815888672,886663190,10627
2377,17,655319704,647065691,652344045,657834136,987014259,964853826,987938722,975596160,1056644225,990110716,1042654603,12578
2377,18,1207230409,1201357717,1200869195,1211930517,1563082769,1551228992,1582440118,1577322775,1800173854,1627899586,1648138451,14529
2377,19,2416982812,2393024353,2388079753,2541229345,2828384384,2801968940,2899548748,2828287452,3040684658,2877086299,2914378042,16480
2377,20,6763326547,6802184429,6758647310,6760355925,7238536019,7221896726,7431308809,7304607272,7538007720,7273906609,7557546330,18431
2377,21,10376060245,10175277389,10142699077,10228679657,10910489436,10820103011,11089020941,10964425988,11199380502,10798480228,11262045382,20382
2394,1,51435537,52067569,51023771,51204105,203047687,240095510,204824104,203783688,48402184,46473267,47455146,2
2394,2,74381978,75289158,77644641,76461798,65158551,67593844,68200110,64765843,70932090,64935000,67780157,17
2394,3,26910325,27922887,26474499,26638590,14655465,16341604,15306756,16038500,16938746,15356445,15554811,29
2394,4,22904108,24388001,22936445,22256564,8631183,9132973,9090667,9811304,9136088,9414372,9123212,1
2394,5,24750005,24265026,24815524,24394156,11696726,11495845,11660127,11589344,12707870,12397531,12466564,22
2394,6,21126663,21578809,21914768,21782940,7391676,7970859,7994495,8366930,7986805,8050421,8058155,1
2394,7,22098482,21928644,22880697,22250298,8552725,8906706,9041873,8855357,9471659,9018017,9168789,1
2394,8,25345820,24981916,24931344,23868139,10433387,14043164,12451083,12187878,12410363,11345391,11835295,22
2394,9,24297948,23558086,23827961,23466261,10464130,11105832,13567179,10392051,11153179,10229820,10557502,11
2394,10,22844090,20732377,22104446,21541762,7706772,8782102,9127111,7801927,8136672,7863044,8234318,1
2395,1,39597490,39405950,39358842,39356460,182631986,204296773,155147761,186595028,33702839,32605032,31332995,2
2395,2,48500072,48649051,48058166,48651897,37936156,40783685,38129003,37770551,40117634,36674505,36334353,23
2395,3,26315825,26207623,25931904,27256203,13442596,13958993,12988528,13144760,14315162,13249627,12786334,1
2395,4,21955587,22518950,22538860,22126156,10284281,10214406,10223090,9613602,10644320,10591606,9591555,31
2395,5,28055594,26734232,25531037,27002691,12519635,13309406,12746612,13167600,13716056,12840149,13002234,1
2395,6,26342201,26737668,26221163,26552753,16569316,14005165,15934960,14581982,14951852,16021498,15178843,37
2395,7,23621655,22884080,23725023,21883822,9401837,8363250,8333418,8137681,8131801,9194205,9204399,1
2395,8,22126542,22700209,21482926,22044614,11029577,8993138,9636122,9690215,9836020,9586983,10019027,38
2395,9,23088619,22791337,24970709,24418509,9052427,9699496,8956648,9203513,9155182,8601570,9320614,1
2395,10,22796145,22861946,24364259,23490134,10967697,11349254,10745760,11795450,11167749,11038006,11412492,50
2395,11,50948120,49032430,50857834,51585887,37653474,42049552,39135969,38316420,39127441,38155285,39239015,1
2395,12,39737538,39898992,39851012,39690932,29864827,33044273,32187823,29683624,32030960,30030300,31015881,127
2395,13,27098112,23521022,23294893,23772822,10435647,10286748,10127796,10915167,10282114,9500707,10580636,1
2395,14,23093078,23177754,23770552,22781688,12852868,13281652,13671410,12663980,13991152,13255429,13742632,129
2395,15,23345375,26467579,25717703,23848662,10376197,10296800,9509882,9269302,10153034,9894160,9675358,1
2395,16,22635924,22611199,22883462,22432743,12611489,12638364,12956319,12537877,13160760,13584900,13077971,150
2395,17,32163077,32106878,33374799,33158279,18918585,19438746,18793103,19714955,18704159,19267159,18702283,1
2395,18,28276471,28439833,27849014,28096606,22714194,23555628,23359815,23813678,23989197,23771576,23959525,332
2395,19,23602703,24477293,24691383,24524220,9195800,9239086,9153674,9619985,9676891,9366073,9058961,1
2395,20,23214921,23199317,23434174,23167781,23910605,24672644,23881225,24993189,25377895,24805324,25176006,582
2395,21,28165436,28344773,29020628,28511009,14353780,14236486,14559778,14670475,15096132,15693155,14691952,1
2395,22,23751800,23563630,23337578,23695678,21006252,21507216,21691072,21995417,23345368,22221076,22637094,425
2395,23,22954732,22281711,22219220,23148088,8634535,8602010,9146715,8930427,9217882,9094820,9420541,1
2395,24,22596720,24395757,23351664,23883620,20201756,19623189,19888912,20848574,21649830,20100291,21396453,395
2395,25,24301074,25393862,25702097,23884894,9726841,10466327,10238069,11013471,10436967,10268639,9937835,1
2395,26,23232986,23720896,23133121,23065738,20445511,21933801,20603732,21703186,21270815,23016758,22149456,425
2395,27,22887511,23125369,21972415,22907326,8952918,9382713,9078120,9834101,8910185,9167250,9154449,1
2395,28,22552266,24429094,22811235,23090377,19690974,20684623,19753361,20934154,22804663,21706783,21153162,389
2395,29,23569000,23433903,22671695,23463269,10116631,10673188,9674496,10446149,9997639,10874030,10508511,1
2395,30,22198569,22901154,22057803,22760338,10710983,9962876,10174706,10685169,10148583,10692432,11177783,44
2395,31,23001888,23217928,22249110,22326735,8795472,8822854,8741451,9069118,8912315,8821637,9108094,1
2395,32,22113734,22418275,21550855,21801538,11117787,9433986,9829631,9784822,10383678,10091635,9648304,45
2395,33,27944869,26492718,27422486,27144339,13371186,13183960,12939334,14318522,13232792,13397168,13889183,1
2395,34,41714875,42274071,42100218,41959123,247953486,249610141,251401649,254180676,279596276,281304411,283570112,8949
2395,35,66952902,68359320,66583873,67125699,56060059,56067009,53771416,56049657,55638558,54930762,57138034,1
2395,36,55089741,58613864,55260902,57034037,385760486,384613350,410889039,389490188,416317655,434318770,417062837,13692
2395,37,133591755,136477590,133608592,134948464,124922877,118709458,123901197,121357072,122725198,122717375,124385584,1
2395,38,298173641,296950093,298591565,305956025,2382123831,2228315851,2270388990,2253449238,2485470251,2481675989,2412048923,77553
2395,39,18700790,18597050,20230382,20344031,12899195,12915443,12371691,13255637,12522616,12934370,14152826,1
2395,40,16231494,15872599,15294908,18354222,13595688,13150919,12566539,12938815,12577261,14226643,13959044,76
2395,41,14814911,14009941,13536656,16766729,9309629,8698395,8410539,8709491,9033473,9017440,8708684,1
2395,42,14399970,14443633,14008360,16510510,10618586,10259442,10448396,10894060,12705349,11163142,12707052,81
2395,43,16126537,16306665,16086519,18529818,10714324,10802071,10753357,10858779,11184754,10784816,11889517,1
2395,44,23832342,15769407,16054755,18406857,25412364,24418051,24870008,24700253,26491876,26899902,27304722,567
2395,45,22230005,14351099,14926426,16787809,9371510,9288482,8941971,8630959,9404113,9205259,9024926,1
2395,46,21805341,14437097,14642572,16322814,10713496,10121395,9747338,9738369,9938227,10270457,11492023,53
2395,47,23410532,16346285,15428698,17799925,9828209,10148822,9595540,9553582,10363544,10338966,9893906,1
2395,48,21721302,14263352,14184848,16622856,11240803,11694327,11276214,12314423,11157901,11334933,11524859,100
2395,49,23198849,15601233,15217297,17462672,9424923,9900410,9918703,9691718,9994617,10423962,9549048,1
2395,50,22443336,14888583,14822205,17363667,11781413,11849903,11757459,12688383,12640914,11812057,12053794,95
2395,51,22275003,14583632,15617020,16533461,9016612,9029162,9358632,8587754,9984814,9028391,9694881,1
2395,52,22071720,14300692,15112519,17135680,11590455,11606440,11564665,10726230,12471380,12002977,12151416,94
2395,53,24297391,14973193,15476329,17489020,9622867,10095387,9925397,8936191,9979173,9705269,9463081,1
2395,54,22518994,14128575,14676531,17637644,10934153,10710800,11036538,11017031,11264535,11323248,10946886,54
2414,1,966991481,948484211,953606139,962892469,8568814187,8231506919,8219754784,8194277838,9255019545,9026228293,9114066596,282468
2414,2,1005596691,995857005,999759054,1021332432,8387742497,8283956107,8276309715,8442581406,9468562054,9071297248,8987281791,284097
